company_id,ceo,city,company_name,company_type_dict,contact_address,country,found_year,geo,hq,incorporated,industry,intro,link_facebook,link_ins,link_linkedin,link_twitter,link_youtube,logo,operate_state_dict,postcode,province,staff_range
af2d4e32d711d76bdd82cce89c11471d,,Brooklyn,Charity Tick (NOTIK LLC),Public Company,"478 Albany Ave., Brooklyn, New York, 11213, US",United States,2011,us,"Brooklyn, New York",,"Technology, Information and Internet","Join our unique approach in changing this world, one penny at a time.

In this tough economy, charitable donations are one of the first things that many cut or eliminate altogether. Many organizations are suffering financially. CharityTick's online auctions offer a convenient service to both parties. Our online marketplace features the hottest electronics, gift cards, jewelry, hard-to-find tickets, and many other items. Like other online auction sites, anyone can bid; but, all of our sellers are reputable non-profit-organizations, so proceeds go to charitable causes.

 
Not only are charities the home for your bids, but it's entirely up to you to choose your preference of Charity AND personally select the prize you wish to place your bid on.

This auction type is exciting since individuals can win quality ticket items at up to 80% off their retail value. Being that each bid costs a nominal fee, the organization can collect more than double the retail value for each item.


Charitytick.com is rooting for everyone's giving in whatever small doses they can afford, and our worthy charities end up earning much more.


 
 It’s a win-win for everyone!",,,https://www.linkedin.com/company/charity-tick-notik-llc-,,,https://static.myflashinfo.com/image/2/6/3/263f7779d1ba49c6cd4be703e234fec8.jpeg,,,New York,0-1
ae0692d2a0694726ab59c1e617ddb291,,Bloomfield,IC9design,Privately Held,"55 State Street, Bloomfield, NY, 14469, US",United States,,us,"Bloomfield, NY",,"Technology, Information and Internet","IC9design is a creative solutions agency located in New York with a focus on the design and development of standards-compliant websites, web-based business centers, content management systems, internet marketing, search engine optimization, brand identity, and eLearning.",https://www.facebook.com/ic9design,,https://www.linkedin.com/company/ic9design,https://www.twitter.com/ic9design,,https://static.myflashinfo.com/image/9/d/f/9dff99b16206e27185f21bb7610d8bf7.jpeg,,14469,New York,2月10日
f0806c64293d3b4387e6a0c816f33a19,,Syracuse,TheNewsHouse.com,,"S.I. Newhouse School for Public Communications, Syracuse, New York, 13244, US",United States,2009,us,"Syracuse, New York",,"Technology, Information and Internet","Your online resource for news, entertainment, and what's happening in and around Syracuse University and beyond. Our site is filled with multimedia storytelling, blogs, videos, and more. TheNewsHouse.com is produced by the S.I. Newhouse School of Public Communications.",,https://www.instagram.com/newshouse,https://www.linkedin.com/company/thenewshouse-com,https://www.twitter.com/newshouse,https://www.youtube.com/user/sunewshouse,https://static.myflashinfo.com/image/c/4/1/c419925efda8911e5af4dc7d158cafee.jpeg,,,New York,11-50
a8a43885ee76aa6be010bcebb9c4e524,,Brooklyn,PubExchange,Privately Held,"8th St, Brooklyn, New York, US",United States,2013,us,"Brooklyn, New York",,"Technology, Information and Internet","PubExchange is a platform that helps publishers find sites to partner with so that they can promote one another through widgets, social, and in-article links. Sites using PubExchange include goop, Fashionista, Aol, POPSUGAR, Maxim and more.",,,https://www.linkedin.com/company/pubexchange,,,https://static.myflashinfo.com/image/1/f/2/1f2fcbdf68002f0838b54ae336036bc8.jpeg,,,New York,0-1
e5f2fbdfdaee1ba1ae5c37bd4f40caff,,Brooklyn,Kid Klass LLC,Privately Held,"562 Court Street, Brooklyn, NY, 11231, US",United States,2010,us,"Brooklyn, NY",,"Technology, Information and Internet","Parents spend most of their ""free"" time researching and scheduling activities to enrich their children's lives. By offering a one-stop booking platform with complimentary concierge service, KidKlass reduces research and scheduling time so parents can spend more of their ""free time"" enjoying those activities with their kids. Our KidKash program provides families with the opportunity to gift a future to their lives.

Through aggregation of neighboring activities, KidKlass is able to help independent, local, primarily women owned, businesses reduce administrative and marketing time and financial costs, freeing them to create new programs and spend more time sharing the subjects they love with new students. KidKlass is also disrupting this fragmented industry, by creating a centralized database of activities, we are able to provide businesses with industry analysis and trend reporting to increase attendance and reduce overhead. KidKlass is committed to measures to close the achievement gap. KidKlass donates a portion of its profits to support universal availability of afterschool programs in public schools because no parent should have to choose between working enough hours to pay the bills and leaving their child unattended during the crucial developmental hours of 3pm-6pm. We offer affiliate partnerships wherein PTA/Schools benefit from students activities outside the school.",,,https://www.linkedin.com/company/tuesdays-at-ten-ltd.,,,,,,New York,0-1
a7b5629a0933823958d60a7b553f021a,,Buffalo,First Page Media,,"132 Sunrise Terrace, Buffalo, New York, 14224, US",United States,2011,us,"Buffalo, New York",,"Technology, Information and Internet","We are a full-service Digital Marketing Agency, providing ground-up responsive websites with strong organic SEO foundations, and long-term success in business growth for our clients. We are centrally located in Buffalo, NY, and have been in business since 2011.",https://www.facebook.com/fpmseo,https://www.instagram.com/firstpagemedia,https://www.linkedin.com/company/first-page-media,https://www.twitter.com/fpmseo,,https://static.myflashinfo.com/image/9/9/9/999a8aee02336141f3888c61329a0110.jpeg,,,New York,2月10日
a232c38a7f05fd926ffc15d52b1b4ca8,,Nanuet,State Vital Records,Privately Held,"Smith St, Nanuet, New York, 10954, US",United States,,us,"Nanuet, New York",,"Technology, Information and Internet","State Vital Records is an innovative platform offering access to vital records services online. At State Vital Records, we take pride in our highly customer-centric experience. We are dedicated to providing affordable, efficient, smart and secure access to records and services that every person is entitled to. Customer service is a top priority for us, as we understand the difficulty of navigating the ordering process of birth and death certificates, marriage and divorce records, amendments, and all other vital record services",https://www.facebook.com/statevitalrecords,,https://www.linkedin.com/company/state-vital-records,,,https://static.myflashinfo.com/image/f/e/a/fea3e39c3cb462d16e1852865e7548d5.jpeg,,,New York,2月10日
c750727133d957f5404ea51d91fd24ea,,New York City,Through Methods,Privately Held,"New York City, New York, 10024, US",United States,1999,us,"New York City, New York",,"Technology, Information and Internet","Formerly Uber Interactive and Glark Industries, Through Methods is an interactive agency developing websites for entertainment-related properties (e.g. CBC, Atari), original projects (e.g. Television Without Pity) and online apparel sales (e.g. Glarkware).",,,https://www.linkedin.com/company/through-methods,,,https://static.myflashinfo.com/image/3/3/a/33a11cf841afbb48d370b4b0ac1fdff7.jpeg,,,New York,2月10日
aa37e5e578a14d233be6b5e6804472ab,,New Rochelle,.comRecruiting.com,Privately Held,"50 Avon Road, New Rochelle, New York, 10804, US",United States,2013,us,"New Rochelle, New York",,"Technology, Information and Internet",".comRecruiting focuses on helping dot-com and mobile businesses/divisions find senior-level talent in sales, business development, marketing, PR, social media, editorial, media and account management. The team at .comRecruiting works with candidates with a sense of empathy and understanding and a deep interest in helping them further their careers. Similarly, when it comes to her corporate clients, Principals at .comRecruiting operate as true partners, ""listening to"" cultural and tactical needs and delivering on those specifications. With .comRecruiting, it's not about making a placement — it's about building relationships, careers and human capital.",,,https://www.linkedin.com/company/-comrecruiting,,,https://static.myflashinfo.com/image/b/e/5/be59dfc00bee1d52eacece5c0f34d6c1.jpeg,,,New York,2月10日
ee9267e0ddbf5baf67be7aa4bc19feb0,,Mount Kisco,"Capptivation, Inc.",Privately Held,,United States,2014,us,,,"Technology, Information and Internet","Founded in 2014, Capptivation’s mission is to help colleges prevent sexual assault on their campuses. Partnering with top American Universities, government entities, and student advocacy groups, Capptivation has developed a Smartphone application called Reach Out, that is private, easy to use, unbiased, and free to students. Our application is designed to encourage clear communication, promote education, empower victims, and deter bad actors.

Download Reach Out --?> https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=1039603782&mt=8",,,https://www.linkedin.com/company/2consenting,https://www.twitter.com/capptivation,,https://static.myflashinfo.com/image/4/3/a/43a7ca2ef8e96575d969c857ee9d77ea.jpeg,,,New York,2月10日
b29a32b25b5aae56b250b7b4bc68eb74,,Monroe,5thavestore,Privately Held,"16 Zenta Rd, Monroe, New York, 10950, US",United States,2013,us,"Monroe, New York",,"Technology, Information and Internet","5th Ave Store is a family owned and run  business that has 30 years’ experience selling a carefully curated  collection of fine gifts. We are based on a foundation of knowledgeable expertise, exquisite taste, and service, And that mission has been maintained over time. Our loyal consumer  base is testimony to the excellence in quality, design ,and customer service",,https://www.instagram.com/5thavestore5,https://www.linkedin.com/company/5thavestore,https://www.twitter.com/5thavestor,,https://static.myflashinfo.com/image/9/f/2/9f26c93ccb675dbcf2f35c16a3a27232.jpeg,,,New York,0-1
1d9e55666f15de1044463b4fe0af1ca4,,New York City,AAX,Privately Held,"New York City, NY, US",United States,2017,us,"New York City, NY",,"Technology, Information and Internet","AAX stands for Acceptable Ads Exchange - a new kind of ad exchange that helps publishers monetize ad blocking traffic. We work with the world’s largest online publishers to find the right balance between content monetization and a positive user experience. There’s an exclusive audience of more than 250 million users willing to be served non-intrusive, respectful ads. With AAX, reaching this constantly growing audience is easy, above board, and seamless.",,,https://www.linkedin.com/company/aaxmedia,,,https://static.myflashinfo.com/image/2/7/e/27ec09ee2e1613c4e9caed297938be67.jpeg,,,New York,11-50
c1c14a4a10f06af357d527a631db8f38,,Buffalo,Accelerate Now Law Firm Marketing,Privately Held,"14 Lafayette Square, Buffalo, NY, 14203, US",United States,2013,us,"Buffalo, NY",,"Technology, Information and Internet","Google Statement:

“Each day, Google usually releases one or more changes designed to improve our results. Some are focused around specific improvements. Some are broad changes. Last week, we released a broad core algorithm update. We do these routinely several times per year.

As with any update, some sites may note drops or gains. There’s nothing wrong with pages that may now perform less well. Instead, it’s that changes to our systems are benefiting pages that were previously under-rewarded.

There’s no “fix” for pages that may perform less well other than to remain focused on building great content. Over time, it may be that your content may rise relative to other pages.”

The Accelerate Now Law Firm Marketing Advantage

Google rewards law firm websites that are focused on building educational web content.

The key to having more success online with your website marketing program is to produce education

Accelerate Now Law Firm Marketing offers turn key legal website solutions that allow you to more easily succeed online, without giving up all your time.

Accelerate Now Law Firm Marketing offers stronger legal websites, unlimited (onsite) practice area HD video production, eBook creation and email nurturing as part of our comprehensive legal website and search engine optimization (SEO) system that always wins online.

Contact us today to set up a time to learn how lawyers across the country are leveraging Accelerate Now Law Firm Marketing to reach a new level of success online for their legal practices.",,,https://www.linkedin.com/company/accelerate-now,,,https://static.myflashinfo.com/image/8/6/7/86726559e756bad5b508fa8a7ee7e6c2.jpeg,,,New York,2月10日
fc5d426866cb73fa3229a570a9abb72d,,New York City,AccessPass,Privately Held,"415 Madison Ave, New York City, New York, 10017, US",United States,2019,us,"New York City, New York",,"Technology, Information and Internet","At AccessPass, we are providing the easiest way for new users to discover and access subscription services on-demand.

We provide thousands of active users the freedom to activate free day passes to a collection of premium subscription services anytime they want. For partner companies, we offer an innovative way to attract new users and collect data.",https://www.facebook.com/getaccesspass,,https://www.linkedin.com/company/accesspass,https://www.twitter.com/getaccesspass,,https://static.myflashinfo.com/image/4/a/4/4a44a0dd12f937748b3d104179044e0e.jpeg,,,New York,2月10日
1d26f00455fd392b5ed6d2a37827182c,,Syracuse,Adjacent,Privately Held,"130 Walton St., Syracuse, NY, 13202, US",United States,2012,us,"Syracuse, NY",,"Technology, Information and Internet","We're a dependable, focused team of designers and developers creating confident brand identities, memorable communications, and responsible websites",https://www.facebook.com/weareadjacent,,https://www.linkedin.com/company/adjacent,https://www.twitter.com/weareadjacent,,https://static.myflashinfo.com/image/1/9/b/19b3d9aaec87bd2f7fd179f465ff2aa5.jpeg,,,New York,2月10日
1dcf3310cca4442dcf0697a7e5fa38b4,,Brooklyn,Advomatic,Privately Held,"20 Jay St, Brooklyn, New York, 11201, US",United States,2005,us,"Brooklyn, New York",,"Technology, Information and Internet","We are a dedicated team with roots in the nonprofit, higher education, and government community. Since 2004, Advomatic has given back to those communities by sharing our expertise and building the sector’s leading-edge sites. We pride ourselves on our accessible approach to our work, and the consistently successful results we produce.

We are a leader in the development of high-performance open source websites and are known for implementing large-scale platform migrations and system integration projects.

Our work has been commended by the New York Times, TechPresident, DailyKos, Mother Jones and The Huffington Post. We were nominated for a Webby award in 2010 for our work on the TckTckTck global environmental campaign and are 2013 Webby honorees for a project we built for the U.S. Department of State. We won Best Advocacy Website and Best Government Website in the 2013 Blue Drop Awards.",https://www.facebook.com/advomatic,,https://www.linkedin.com/company/advomatic,https://www.twitter.com/advomatic,,https://static.myflashinfo.com/image/0/3/5/03512e75e88c6202a46541ecaf622e45.jpeg,,10292,New York,0-1
b20568619ed47f08791d4108bde8b6ef,,Wappingers Falls,AgencyLogic,Privately Held,"14 Cambridge Court, Wappingers Falls, NY, 12590, US",United States,1995,us,"Wappingers Falls, NY",,"Technology, Information and Internet","PowerSites are Websites that are 100% dedicated to one listing. Create showcase Websites that impress both sellers AND buyers!

PowerSites make it easy for you to create a powerful listing presentation and are an integrated part of our social real estate marketing solution.",https://www.facebook.com/agencylogic,,https://www.linkedin.com/company/agencylogic.com,https://www.twitter.com/agencylogic,https://www.youtube.com/user/agencylogic,https://static.myflashinfo.com/image/5/4/8/548478da25e3f6e61143fbbab34d578b.jpeg,,,New York,2月10日
aa744185d5477d249d943b28cbe5ca76,,New York City,Airsip,Privately Held,"New York City, New York, US",United States,2020,us,"New York City, New York",,"Technology, Information and Internet","Airsip is a short-video Q&A platform where users can ask and answer any questions with videos under 60-seconds in topic-based communities; think video reddit!

Our mission is to make information simple, personal, and accessible.",,,https://www.linkedin.com/company/airsip,,,https://static.myflashinfo.com/image/b/d/6/bd6e0b80801cd23011b07fff40252db0.jpeg,,,New York,2月10日
